RecallID,RecallNumber,RetailerFirm
7893,17023,"Amazon retailers, Cost Plus World Market, Uncommon Goods and Urban Outfitters and online at www.Amazon.com from March 2014 through September 2016 for between $40 and $70."
7891,17707,"Online retailers including Amazon.com, Cabelas.com, Target.com, ToysRUs.com and Wal-Mart.com from October 2014 through April 2016 for between $500 and $600."
7889,17706,"Fireside Hearth & Home stores and Hearth & Home Technologies independent dealers from February 2015 through August 2016 for about $3,000"
7890,17021,H-E-B stores in Texas from February 2016 through September 2016 for about $60.
7888,17705,Online at Amazon.com from November 2015 through June 2016 and Fiddlediddles.com from May 2015 through June 2015 and at Zoolikins stores in Arizona from November 2015 through June 2016 for about $40.
7885,17018,Cabela?s stores nationwide and online at Cabelas.com from August 2016 through September 2016 for about $300 for the 80-liter model and $415 for the 160-liter model.
7886,17019,Tools Plus and other industrial suppliers nationwide and various websites including www.Amazon.com from March 2016 through September 2016 for about $400.
7884,17704,"Summer Classics stores and other stores nationwide from September 2015 through October 2016 for between $1,100 and $2,400."
7887,17020,Target stores nationwide from August 2016 through September 2016 for about $1.
7882,17009,"Lowe?s, Sears and other hardware stores, home centers and equipment dealers nationwide from November 2015 through August 2016 for between $250 and $450."
7881,17017,"Home, hardware, mass merchandisers and department stores nationwide and online at Amazon, Bed Bath & Beyond, Best Buy, Costco, Get3Squares, Home Depot, Kohl?s, Target, Wayfair and other websites from December 2015 through July 2016 for between $30 and $70, depending on the model and capacity."
7883,17016,Sporting goods stores nationwide from March 2016 through June 2016 for about $750.
7880,17015,"Christy Sports, Gorsuch, Jackson Hole Sports, REI, and other specialty outdoor stores nationwide and online at backcountry.com, mountaingear.com, MEC.ca, and REI.com from October 2015 through June 2016 for between $800 and $900."
7878,17014,"Children?s boutique stores, such as Granola Babies, of Costa Mesa, Calif., Eat/Sleep/Play, of Summerville, SC and Top to Bottom, of Omaha, Neb. and online at www.Amazon.com and www.Chimaparoo.ca from May 2016 through July 2016 for about $170."
7879,17013,Bed Bath & Beyond stores nationwide and online at bedbathandbeyond.com from May 2012 through March 2016 for between $90 and $110.
7877,17012,"Educational dealers and distributors nationwide, including Beyond Play, Charles J. Becker, Excelligence, Hatch and Kaplan from December 2013 through April 2016 for about $250."
7876,17011,"Wireless carriers and electronic stores nationwide, including AT&T, Best Buy, Sprint, T-Mobile, US Cellular, Verizon stores, online at www.samsung.com and other websites and on third party websites from August 2016 through October 2016 for between $850 and $890."
7875,17010,"Albee Baby, Babies ?R? Us, Buy Buy Baby and other stores nationwide and online at www.mamasandpapas.com and www.Amazon.com from December 2014 through July 2016 for between $500 and $550."
7874,17008,"Authorized Specialized Retailers from July 2015 through September 2016 for between $6,200 and $12,900."
7872,17005,Sports Chalet and authorized Aqua Lung stores nationwide from January 2015 through September 2016. The Powerline inflators were sold separately for about $30 and with Aqua Lung and Apeks buoyancy compensators for between $370 and $700.
7870,17002,Home Depot and Lowe?s nationwide and online at homedepot.com and lowes.com from August 2007 through April 2010 for about $65.
7871,17007,Toys R Us/Babies R Us and other juvenile product specialty stores nationwide from October 2012 through October 2013 for about $60. CPSC and Summer Infant warn consumers that these tubs could have been and could continue to be sold on the secondhand market.
7873,17703,Online at amazon.com and wildhornoutfitters.com from June 2016 through August 2016 for between $25 and $60.
7866,17702,"www.Amazon.com, www.jessicalondon, www.roamans.com and www.womanwithin.com from August 2009 through July 2016 for between $13 and $20."
7868,17004,Through professional security installers and distributors nationwide from May 2014 through January 2016 for about $35 to $50.
7867,17006,Office Depot and OfficeMax stores nationwide and online at officedepot.com from August 2015 through August 2016 for about $150.
7869,17003,"Hobby Lobby, Walmart and other stores nationwide and online at Amazon.com and ShopSargentArt.com from May 2015 to June 2016 for between $1 and $8."
7864,17700,"www.amazon.com, www.e-bay.com, www.kickstater.com and www.glion-scooter.com from September 2014 to September 2015 for between $380 and $550."
7865,17701,Online at www.Amazon.com from July 2016 through August 2016 for about $45.
7863,16271,Walmart stores nationwide and online at Walmart.com from June 2016 through August 2016 for about $6.
7862,16270,Authorized Breezer and Fuji Bicycle dealers from June 2016 through July 2016 for between $400 and $900.
7860,16773,Authorized GTHI dealers and outdoor specialty stores nationwide and online at www.trango.com from October 2015 through February 2016 for about $175.
7861,16269,"Family Leisure, Pool and Spa Depot and other authorized dealers and online at Amazon, Doheny Enterprise, Target, Walmart and other websites from June 2016 through July 2016 for between $70 and $80. The alarms were also provided at no cost as part of a pool package."
7859,16268,"Online at 5 Minute Recess, Ashley Hesch Bibetts, Lenny Lamb, Savanna Brown and other online retailers from May 2016 through June 2016 for about $90."
7858,16267,"Best Buy (Magnolia), Brookstone and online at BestBuy.com and Amazon.com from May 2015 through June 2016 for about $100."
7855,16263,Big 5 Sporting Goods stores nationwide from May 2016 through July 2016 for about $30.
7854,16265,"Best Buy, Lowe?s, Sears, The Home Depot and other stores nationwide from June 2003 through October 2011 for between $900 and $1,400."
7853,16264,"Polaris dealers nationwide from April 2013 through June 2014 for between $13,200 and $16,200."
7856,16266,"Wireless carriers and electronic stores nationwide, including AT&T, Best Buy, Sprint, T-Mobile, US Cellular, Verizon stores and online at www.samsung.com and other websites from August 2016 through September 2016 for between $850 and $890."
7852,16262,"Authorized Zeagle dealers and online at www.zeagle.com for about $412 for the Grace model and about $490 for the Element model BCD, from September 2015 through August 2016."
7851,16261,Lowes and other stores nationwide and online at Amazon.com and other websites from May 2013 through September 2016 for between $70 and $90.
7849,16258,"Online at Amazon, Groupon, Hammacher Schlemmer, Pulse TV, Sharper Image, Sportsman and Universal Direct from April 2016 through July 2016 for about $30."
7850,16259,Babies?R?Us and Toy?R?Us stores nationwide from February 2015 through April 2016 for about $4.
7848,16772,"John Deere dealers nationwide from May 2016 through June 2016 for about $10,700."
7846,16255,"2016 KTM Motorcycles were sold at KTM authorized dealers nationwide from October 2015 through March 2016 for between $8,400 and $9,100. 2016 Husqvarna Motorcycles were sold at Husqvarna Motorcycles authorized dealers nationwide from October 2015 through March 2016 for about $8,400."
7847,16257,"Polaris dealers nationwide from August 2015 through July 2016 for between $25,000 and $27,500."
7845,16256,Authorized boutique bicycle dealers from May 2013 through December 2015 for about $130.
7843,16771,"Alpenglow Adventure Sports, Climb UP LLC, Rock Fitness, UNLTD, and Wilderness Exchange stores nationwide and online at Amazon.com and other websites from April 2016 through June 2016 for about $110."
7844,16254,"Capitol Lighting, Farrey?s Lighting and Bath, Lighting Palace, New York Lighting and other lighting showroom retailers and online at www.1800lighting.com, www.ylighting.com and www.lumens.com from January 2010 through January 2016 for between $800 and $1,000."
7842,16770,Online at www.amazon.com and www.ebay.com from February 2016 through July 2016 for about $12.
7841,16769,"Electrical distributors nationwide from August 2015 through November 2015 for about between $80 and $90 for the 250-foot reel, and between $310 and $370 for the 1000-foot reel."
7837,16250,"Big Sandy Superstores, Family Farm & Home, Inc., Home Owners Bargain Outlet, Mills Fleet Farm Corp., Nexcom West Coast and other stores nationwide and online at Bluestem.com, BrandsmartUSA.com, HomeDepot.com, hoboonline.com, jbtoolsales.com and other online retailers from March 2014 through May 2016 for between $510 and $725."
7840,16252,Home Depot stores nationwide and online at Amazon.com from September 2015 through May 2016 for about $23 per tube and $230 per 10-pack. This recall includes LED T8 lamps consumers received as free replacements from June 2015 through May 2016 for the previous recall.
7839,16251,"M&M?S� World Stores in New York; Orlando, Fla.; Las Vegas; and Henderson, Nev. from May 2015 to June 2016 for between $6 and $18."
7838,16253,"Best Buy, HH Gregg, Lowes, Sears and other home improvement, home appliance and retail stores and by homebuilders nationwide from January 2014 through April 2016 for between $370 and $470."
7836,16249,"Babies R Us and other retailers nationwide and online at amazon.com, babiesrus.com and Walmart.com from May 2015 through June 2016 for between $250 and $300."
7834,16248,"Barnes & Noble and Land of Nod and online at www.Zulily.com. The Baby Builders were sold from December 2009 through June 2016 for about $28, First Pops sold from March 2009 through June 2016 for about $18, and First Snaps distributed from March 2009 through October 2010 for about $18."
7835,16768,"Arctic Cat dealers nationwide from April 2015 through July 2016 for between $14,500 and $16,000."
7833,16246,Hardware and antique stores nationwide and online at www.amazon.com from July 2015 through July 2016 for between $100 and $400. The lamp burners were sold separately and as part of a lamp assembly.
7832,16247,"Distributed exclusively by McDonald?s restaurants nationwide from August 9, 2016 to August 17, 2016 with Happy Meals and Mighty Kids Meals."
7831,16245,"Through team dealers and direct school sales, and at BSN, Buddy?s All Stars, Carey?s Sporting Goods, End Zone Sports and Sports, Inc. and other stores nationwide and online at Eastbay.com, Footlocker.com, SafetyFirstSports.com, SportsUnlimitedInc.com and Xenith.com from May 2015 through March 2016 for between $140 and $400."
7830,16767,Online at www.walmart.com from April 2016 through June 2016 for about $100.
7829,16244,Ace and True Value hardware stores and other supply and farm ranch stores nationwide and online at Amazon.com from April 2015 through August 2016 from about $40.
7828,16242,"Providence Creations, Javic Wholesale, Woot stores and online at Woot.com from May 2015 through July 2016 for about $20."
7827,16243,"Paintball dealers and distributors nationwide and online at ShockerPaintball.com from May 2015 to August 2016 for between $800 and $1,000."
7824,16240,Home Depot nationwide and online at homedepot.com from October 2012 through January 2015 for about $200 for a set of two chairs to $550 for a 7-piece patio set.
7825,16241,"Design Within Reach, Flos Project Sales, Lumens, and other lighting stores and online at Flos.com and ylighting.com from January 2008 through July 2016 for between $2,500 and $4,400."
7826,16239,"Authorized Kohler distributors and dealers from June 2014 through May 2016 for between $740 and $1,400."
7823,16765,"John Deere independent dealers nationwide from December 2015 through July 2016 for between $8,800 and $11,700."
7822,16764,"National Time & Signal Corporation, and installed by electrical contractors, for use in educational, residential and business facilities in the Michigan area from October 2005 through April 2007 for about $25."
7821,16238,"Elevator manufacturers nationwide from January 2005 through December 2011 for between $20,000 and $40,000."
7819,16237,"Gander Mountain stores nationwide and online at amazon.com, dicksportinggoods.com, promotive.com and target.com from January 2015 through March 2016 for between $60 and $75."
7820,16236,Starbucks stores nationwide and online at Starbucks.com from June 2012 through June 2016 for about $6 for a set of three straws. The beverage cups with straws were sold for between $11 and $30.
7818,16763,"John Deere dealers nationwide from June 2016 through July 2016 for between $12,300 and $14,000."
7815,16234,"Online at www.4patriots.com from November 2014 through April 2015 for about $2,000."
7817,16235,www.lootcrate.com as an item included in their May 2016 subscription ?Power?-theme box. The subscription was available from April 2016 through May 2016 for about $20.
7816,16233,"Hansen Mountaineering, International Rocky Trade, Mount Hunt Supplies and online at www.campsaver.com and from June 2015 through June 2016 for about $200."
7813,16762,"HSN, Groupon and other online retailers from October 2015 through November 2015 for about $40."
7814,16232,"Clinics and pharmacies nationwide, including CVS, Costco, Walgreens, Kroger, and Wegmans from March 2016 through May 2016 for about $800 per box of 30 tablets."
7810,16759,"Frigidaire ovens were sold by Knie Appliance & TV, Inc., in Illinois from March 2016 through April 2016 for between $1,000 and $1,400. Kenmore ovens were sold exclusively at Sears stores nationwide and online at www.sears.com from March 2016 through April 2016 for between $1,400 and $2,100."
7812,16760,Authorized Inovonics dealers and distributors nationwide from March 2016 through June 2016 for between $105 and $700.
7811,16761,Online at www.cecilandlou.com from January 2016 through June 2016 for about $23.
7807,16230,"Academy, Cabela?s and other stores nationwide and online at Amazon.com, Crosman.com and Sportsmansguide.com from December 2015 through June 2016 for about $350."
7806,16229,"Authorized Cannondale dealers nationwide from June 2010 through December 2014 for between $1,000 and $1,800."
7809,16231,"B&H, Best Buy, The Home Depot, Walmart and online at www.amazon.com and www.lorextechnology.com from May 2013 through April 2016. The video baby monitors were sold in bundles for between $60 and $140."
7808,16758,www.nuskin.com from January 2015 through March 2016 for about $165.
7804,16227,"L.L.Bean retail stores, online at www.llbean.com and in L.L.Bean catalogues from July 2015 through May 2016 for about $20"
7805,16228,Things Remembered stores nationwide and online at www.thingsremembered.com from February 2015 through June 2016 for about $25.
7803,16757,These units were sold and rented to businesses nationwide for consumer use from January 2013 to May 2016 as part of individual service contracts that Nestl� Waters has with these customers. A limited number of units were purchased by these customers for a list price of $599.99.The units are not sold or provided at retail.
7799,16223,"Home Depot and Lowe?s stores, toilet manufacturers, distributors and plumbing contractors nationwide from 2009 through 2011 for about $108 for the units without toilets."
7800,16224,"Small retail stores located in the New York metropolitan area and online at Amazon.com, Houzz.com, Target.com and Wayfair.com from February 2016 to April 2016 for about $60."
7802,16226,IKEA stores nationwide and online at www.ikea-usa.com from August 1995 through June 2016 for between $10 and $60.
7801,16225,"Dollar General, Family Dollar, HEB, Home Depot, Kroger, Lowe?s, Meijer, Publix, Rite-Aid, Target, Walgreens, Walmart and other dollar, grocery, hardware and mass merchandise stores nationwide and online at Amazon.com, Drugstore.com and Quidsi.com from January 2012 through May 2016 for between $3 and $5."
7798,16222,"Independent furniture stores nationwide from March 2015 through May 2016 for between $2,000 and $4,200."
7797,16221,"Kawasaki dealers nationwide from July 2014 through June 2016 for between $12,000 and $16,900."
7795,16219,"Small retailers nationwide and online at Amazon.com, Target.com, Toys-R-Us.com, Walmart.com and other online retailers from January 2010 through June 2016 for between $130 and $350."
7796,16220,"URBAN626 stores in Pasadena, Calif., and online at amazon.com and URB-E.com from August 2015 through June 2016 for between $1,500 and $2,000."
7787,16211,"Mass merchandisers, department stores, home improvement stores and others nationwide and online at Amazon.com, modells.com, swagway.com, target.com and other online retailers from September 2015 through March 2016 for between $400 and $500."
7788,16212,Boscov?s stores in the Mid-Atlantic region and online at boscovs.com from December 2015 through May 2016 for about $350.
7789,16213,QVC?s televised shopping programs and on QVC?s website from November 2015 through December 2015 for about $400.
7786,16210,"Mall kiosks operated by Hoverboard LLC at 35 locations nationwide and online at Amazon.com and the powerboard.com from September 2015 through April 2016 for between $350 and $1,000."
7793,16217,"Bed Bath and Beyond, Sports Chalet, VMZ Enterprises LLC and Trans World Entertainment stores nationwide and online from November 2015 through January 2016 for about $500."
7792,16216,"Macy?s, The Athlete?s Foot and other stores nationwide and online at imotohk.com and hoverboard360.com from September 2015 through December 2015 for between $400 and $600."
7794,16756,www.littlelotusbaby.com from January 2016 through April 2016 for between $55 and $160.
7790,16214,Online at Overstock.com from September 2015 through December 2015 for between $365 and $485.
7784,16208,"The Sports Authority, MC Sports stores nationwide and online at Academy.com and DICKS.com from December 2015 through May 2016 for about $500."
7791,16215,"Big 5, Scheels, Toys R Us and other stores nationwide and online at Amazon.com, Razor.com, Target.com, Walmart.com and other websites from December 2015 through May 2016 for between $600 and $700."
7783,16218,Mass merchandisers nationwide and online retailers from June 2015 through May 2016 for between $350 and $900.
7785,16209,"Yuka Clothing stores nationwide and online choxi.com, groupon.com, Starshop.com and zulily.com from June 2015 through May 2016 for between $400 and $900."
7782,16207,Fireworks retailers nationwide from March 2016 through June 2016 for about $9.
7781,16205,"Francie Hargrove Interior Designs, Georges Girls Luxe Sleep and Nichols stores nationwide, and online at http://www.sarostore.com/ and http://fennco.com/en/ from February 2012 through April 2016 for $25."
7780,16755,"Polaris dealers nationwide from August 2014 through June 2016 for between $10,000 and $12,500."
7776,16201,"Online at Alliedelec.com, Amazon.com and HomeDepot.com from January 2008 through April 2016 for about $15."
7777,16202,"Best Buy, Wal-Mart, and Staples and authorized dealers nationwide and online at www.hp.com from March 2013 through August 2015. The batteries were sold with notebook computers for between $300 and $1,700. The batteries were also sold separately for between $50 and $90."
7778,16203,"Academy, Gander Mountain, Gun World & Archery Shop, Scheel?s and other sporting goods stores nationwide and online at Amazon.com, Eder?s, OctoberMountainProducts.com and other online retailers from November 2015 through March 2016 for about $30."
7775,16754,Online at www.ecoventsystems.com from December 2015 through April 2016 for between $100 and $150.
7774,16200,The Land of Nod stores nationwide and online from September 2015 through April 2016 for about $30 for the individual rattle and for $150 as part of a gift bag set.
7773,16199,"Mass merchandise stores including Baby Depot, Baby Heaven, Bealls Outlet, BuyBuy Baby, CVS, Giant, Ideal Baby and Kids, Kohl?s, Marco Baby, Marshalls, Meijer, Ross Stores, Sam?s Club, Target, TJ Maxx, Toys R Us, Walgreens and Wal-Mart nationwide and online at Amazon.com, Diapers.com, Drugstore.com and Quidsi.com from July 2011 through April 2016 for about $21 for the individual bottle and food warmer and about $120 for the starter kit or newborn set."
7772,16197,"Best Buy, Sony retail stores, other consumer electronic stores nationwide and online at www.store.sony.com and other websites from February 2013 through October 2013 for between $550 and $1,000 as part of Sony VAIO laptops and for about $170 for battery packs sold separately"
7770,16196,"Agri Supply stores in Georgia, North Carolina, South Carolina and Virginia and online at www.agrisupply.com from January 2015 to April 2016 for about $40."
7769,16753,"Grand Rapids Chair sales representatives and distributors, both directly to end users and in the company?s commercial showrooms in Byron Center, Mich. and Chicago, Ill. from June 2014 through January 2016 for between $150 and $200."
7771,16195,Authorized STIHL dealers nationwide from June 2010 through April 2016 for about $300.
7767,16194,Walmart and other mass merchandisers and independent toy stores nationwide and online at Amazon.com from January 2015 through January 2016 for between $11 and $15.
7766,16193,B&H Photo stores nationwide and online at Amazon.com and bhphotovideo.com from July 2015 through February 2016 for between $33 and $40.
7765,16192,AR500 Armor dealers and directly to customers and online at www.ar500armor.com from February 2016 through March 2016 for between $30 and $110.
7764,16188,"Weis Markets, wholesale distributors, grocery and drug stores nationwide from January 2016 through April 2016 for between $10 and $50."
7768,16191,"Canyon Sports, Coastal Farm & Ranch, Dean Safes, High Noble Safe, Co., North River Customs and other stores nationwide from March 2015 through March 2016 for about $75."
7763,16190,"LL Bean, Yukon Charlie?s nationwide and online at Amazon.com, EMS.com, LLBean.com, SharperImage.com and YukonCharlies.com from June 2014 to June 2016 for about $180."
7762,16752,"Independent specialty bicycle stores nationwide from October 2015 through April 2016 for between $4,000 and $8,000."
7759,16187,Ad Specialty Distributors as a promotional item from August 2015 through April 2016 for about $3.
7761,16751,Bob?s Discount Furniture stores nationwide and online at www.MyBobs.com from August 2010 through July 2014 for about $400.
7758,16186,"Kmart, Toys R Us, Walmart and other retailers sold the Shimmer N? Sparkle Cra-Z-Art Cra-Z-Jewelz Gem Creations Ultimate Gem Machine from August 2015 through April 2016 for $30. Toys R Us, Walmart and other retailers sold the Shimmer N? Sparkle Cra-Z-Art Cra-Z-Jewelz Gem Creations Gem Charm and Slider Bracelets from August 2015 through April 2016 for $10. Target stores sold the My Look Cra-Z-Art Cra-Z-Jewelz Gem Creations Ultimate Gem Machine from August 2015 through April 2016 for $30."
7760,16750,Online at www.upliftdesk.com and www.thehumansolution.com from January 2016 through March 2016 for about $220.
7757,16749,"Huppins audio store in Spokane, Wash., and online at amazon.com, gomohu.com and onecall.com from December 2015 through April 2016 for between $300 and $500."
7755,16183,Lowe?s and other home and hardware stores nationwide and online at lowes.com and other websites from June 2013 through February 2016 for about $15.
7756,16185,HobbyTown and other hobby stores and Traxxas dealers nationwide from November 2015 through January 2016. The X-Maxx truck sold for about $840. The electronic speed control sold for about $250.
7754,16184,"Heating, plumbing and building supply retailers nationwide and online from February 2016 through March 2016 for about $240."
7753,16182,Various distributors and independent retailers nationwide and online at Amazon.com and BeaverTools.com from January 2013 through March 2016 for about $500.
7752,16179,"BuyBuy Baby, CVS, Giant, Kohl?s, Marco Baby, Marshalls, Meijer, Sam?s Club, Ross Stores, Target, Bealls Outlet, Walgreens and Wal-Mart and other mass merchandise stores nationwide and online at Amazon.com, Babyhaven.com, and Diapers.com from December 2014 through May 2016 for between $4 and $7."
7747,16176,Independent bike shops and online at www.danscomp.com and www.jrbicycles.com from July 2013 through April 2015 for about $300.
7749,16748,"Ethan Allen Design Centers nationwide from October 2007 through January 2016 for about $2,500."
7750,16180,"Bed, Bath & Beyond stores nationwide and online at www.bedbathandbeyond.com from August 2015 through January 2016 for between $110 and $170."
7748,16178,REI and specialty outdoor retailers nationwide and online at amazon.com and rei.com from January 2016 through May 2016 for between $250 and $330.
7751,16177,The Home Depot stores nationwide and online from January 2014 through April 2016 for between $450 and $720.
7745,16747,"Authorized Hed dealers nationwide and online from January 2016 to March 2016 for between $700 for an individual wheel and $2,400 for a set of wheels."
7743,16746,Honda Power Equipment dealers and Home Depot stores nationwide and online at www.homedepot.com from December 2007 through March 2016 for between $350 and $380.
7744,16175,"Online at Amazon.com, ATC.com, eBay.com, Greatdealfurniture.com, Groupon.com, Houzz.com, Overstock.com and Wayfair.com from October 2013 through March 2015 for about $120."
7746,16174,T.J. Maxx and Marshalls stores nationwide during March 2016 for about $40.
6742,16172,Electrical supply distributors from May 2011 through June 2012 for about $40.
6743,16173,Wholesale and hardware distributors from April 2015 through November 2015 for about $460
6741,16171,Plumbing contractors nationwide from May 2015 through February 2016 for between $400 and $820.
6740,16745,"Online at appliancesconnection.com, Cymax.com and Wayfair.com from June 2014 through October 2015 for about $300."
6738,16168,"Eastern Mountain Sports, Gear Express, Mountain Gear, REI and other specialty outdoor recreation stores nationwide and online at BackCountry.com and BlackDiamond.com for between $65 and $130."
6737,16164,"Eastern Mountain Sports, Moosejaw Mountaineering, Outdoors Inc., REI, Sport Chalet, and other specialty outdoor stores nationwide and online at Backcountry.com and BlackDiamond.com and for about $80."
6739,16169,"Camp Saver, Gear Saver Inc., The Gear Coop and other specialty outdoor stores nationwide and online at BlackDiamond.com for between $90 and $110."
6736,16167,"Home Depot and other hardware stores, industrial distributors and electrical wholesalers nationwide from November 2015 through April 2016 for between $55 and $75."
6735,16165,"Rocky Mountain bicycle dealers nationwide and online at www.Bikes.com (Rocky Mountain Bicycles), www.Ems.com (Eastern Mountain Sports), www.JensonUsa.com, www.MikesBikes.com and www.PerformanceBike.com from May 2002 through April 2016 from between $250 and $15,000."
6733,16166,"Authorized SCOTT dealers nationwide and online from June 2015 through March 2016 for between $3,300 and $9,700."
6732,16163,"Baby Street, Dainty Baby, Mega Babies and other baby product and specialty stores nationwide and online at Amazon.com, diapers.com and philandteds.com from August 2015 through April 2016 for about $550."
6730,16162,Target stores and online at www.target.com from January 2014 through April 2016 for between $18 and $25.
6731,16159,Target stores nationwide from October 2015 through December 2015 for about $20.
6728,16160,Hobby Lobby Stores nationwide from January 2016 through April 2016 for about $5.
6727,16161,Hobby Lobby Stores nationwide from January 2016 through April 2016 for about $7.
6729,16744,"Authorized Kubota dealers nationwide from 2010 to 2015 for between $21,000 and $22,000."
6725,16158,"Lowe?s, Menards, The Home Depot and other home improvement, hardware stores nationwide and online at Amazon.com, HomeDepot.com, Lowes.com and Menards.com from March 2015 through November 2015 for between $50 and $200, depending on the model and whether it was sold in a combination package with other tools."
6726,16157,Boutique stores nationwide and online at Amazon.com and TwinGoCarrier.com from December 2014 through May 2016 for about $215.
6722,16741,"Authorized Honda Powersports dealers nationwide from February 2016 through April 2016 for between $14,000 and $17,200."
6723,16743,Online at www.Bednest.com from March 2010 through December 2015 for between $400 and $500 or if rented between $170 and $200.
6724,16742,"Cybex direct sales force or its distributors directly to gyms nationwide from December 2008 through September 2015 for about $1,100."
6721,16740,"Can-Am dealers nationwide from April 2012 through April 2016 for between $12,600 and $20,100."
6720,16156,"Babies R Us, Target, Wal-Mart and other mass merchandisers, juvenile product, baby boutique and discount stores nationwide and online at amazon.com, munchkin.com and other website from March 2014 through March 2016 for between $11 and $15."
6719,16155,REI and other outdoor recreation stores nationwide and online at Amazon.com and other websites from September 2014 through January 2016 for between $60 and $70.
6718,16154,Walmart stores nationwide and online at Walmart.com from March 2011 through October 2015 for about $14.
6717,16739,"Cub Cadet dealers nationwide from April 2015 through October 2015 for between $8,500 to $9,500."
6715,16152,Sam's Club stores nationwide from May 2015 through September 2015 for about $20.00.
6714,16151,"Online at www.homedepot.com from November 2015 through February 2016 for about $280 (unit only) and $350 (part of a kit which contains a Ryobi 40-Volt Brushless Snow Blower, a Ryobi 40-Volt Lithium Ion Battery, and a Ryobi 40-Volt Lithium Ion Battery Charger)."
6716,16153,"Authorized Stile/Tern dealers nationwide from January 2012 to April 2016 for between $1,800 and $3,000."
6713,16150,Averroes International stores and online at amazon.com and souvnear.com from October 2014 through March 2016 for between $8 and $40.
6712,16149,"Lowe?s, Menards and Orgill Inc. stores nationwide from January 2013 through January 2016 for about $250."
6711,16148,"Adorama, Austin Canoe & Kayak, Moontrail, REI, The Clymb and other outdoor equipment retailers nationwide and online at www.amazon.com, www.backcountry.com, www.bhphotovideo.com, www.forestry-suppliers.com, and www.opticsplanet.com from February 2011 through May 2015 for about $300."
6710,16147,Flying Tiger Copenhagen in New York from November 2015 through December 2015 for about $3.
6708,16145,"Specialty toy stores nationwide and online at Amazon.com, Gilt.com, HighlightsforChildren.com, ToysRUs.com and Zulily.com from July 2015 through February 2016 for about $33."
6706,16141,Academy Sports + Outdoors stores nationwide and online at www.academy.com from September 2015 through December 2015 for about $20.
6705,16143,"buybuyBaby, Target and other stores nationwide and online at Amazon.com and other websites from November 2015 through March 2016 for about $170."
6707,16144,Staples stores nationwide and online at Staples.com and Quill.com from January 2014 through January 2016 for about $215.
6703,16142,"Inline Warehouse, Paragon Athletic Goods, Summit Sports and other sporting goods stores and Rollerblade helmet dealers nationwide and online at www.amazon.com, www.inlineskates.com, www.inlinewarehouse.com and www.rollerblade.com from November 2014 through January 2016 for about $60."
6704,16738,"Yamaha side-by-side dealers nationwide from September 2015 to February 2016 for between $19,800 and $21,600."
6702,16140,"Academy Sports + Outdoors, Green Supply, Sportsman?s Supply Company and sporting goods stores nationwide and online at www.coleman.com and www.amazon.com from January 2014 through August 2015 for between $65 and $75."
6700,16138,"PGA Tour Superstore, The Golfer?s Warehouse, Worldwide Golf Shops and other authorized golf dealers nationwide and online at www.amazon.com and www.golfbuddyglobal.com from April 2015 through January 2016 for about $250."
6701,16139,IKEA stores nationwide and online at www.ikea-usa.com from November 2015 through February 2016 for about $13.
6699,16137,"Rainbow dealers nationwide from January 2007 through December 2011 and at several mass merchandisers including Sam?s Club, Toys R Us and Walmart from January 2009 through December 2009. The playsets retailed for between $900 and $10,000."
6697,16136,"Century 21, Lord & Taylor, Marshalls, TJ Maxx and Stein Mart retail stores nationwide, and online at amazon.com and loehmanns.com from October 2014 through January 2016 for between $ 12 and $68."
6698,16737,"Niposul stores in Massachusetts and NipoFlorida stores in Florida from July 2014 through October 2015 for between $1,200 and $6,500."
6695,16135,Online at www.eleanorrose.com from November 2014 through February 2016 for about $30.
6696,16736,"Barneys New York, Givenchy Boutiques, Maxfield and Forward, Neiman Marcus and Nordstrom stores nationwide from February 2016 through March 2016 for between $685 and $1,350."
6694,16133,H-E-B grocery stores in Texas from September 2015 through December 2015 for about $15.
6690,16734,"Online at www.Amazon.com, www.footedpajamas.com, www.sears.com and www.Zulily.com for $20 for infant sizes, $25 for toddler sizes and $30 for kids sizes."
6692,16134,Authorized distributors from May 2015 through August 2015 for about $800.
6693,16735,Distributors and dealers nationwide in the food service and hospitality industries from April 2008 through August 2015 for between $75 and $150.
6691,16129,"BuyBuy Baby and other toy stores nationwide, and online at Amazon.com and Kohls.com from September 2015 through January 2016 for about $15."
6689,16132,"Eastern Mountain Sports, Hansen Mountaineering, The Gear Coop, Peak Experiences Inc., REI and other specialty outdoor stores nationwide and online at Backcountry.com and BlackDiamond.com from January 2014 through February 2016 for between $5 and $9."
6687,16130,"Eastern Mountain Sports, The Gear Coop, Hansen Mountaineering, REI and other specialty outdoor stores nationwide and online at Backcountry.com, BlackDiamond.com and Bouldering.com from December 2014 to January 2016 for between $6 and $15."
6688,16131,"Office Depot, Staples and other electronics stores nationwide, and online at Toshibadirect.com and other websites from June 2011 through January 2016 for between $500 and $1,000 for the laptop and between $70 and $130 for the battery pack."
6686,16124,Home Depot stores nationwide and online at HomeDepot.com from May 2011 through June 2014 for about $40.
6685,16128,Authorized Specialized retailers nationwide and online at www.specialized.com from June 2014 through February 2016 for between $100 and $275 for Flux model headlights and taillights and for between $30 and $50 for Stix model headlights and taillights.
6684,16126,"Panasonic dealers from December 2011 through August 2013 for about $2,000 for the laptop."
6682,16123,IKEA stores nationwide and online at www.ikea-usa.com from October 2015 through February 2016 for between $20 and $50.
